0: y1-s5, y0-s6, g0-s7, g1-s0, y3-s5, y2-s6, g2-s7, g3-s0, y5-s5, y4-s6, g4-s7, g5-s0, y7-s5, y6-s6, g6-s7, g7-s0, y9-s5, y8-s6, g8-s7, g9-s0, b1-s5, b0-s0, b3-s5, b2-s0, b5-s5, b4-s0, b7-s5, b6-s0, b9-s5, b8-s0, 
65: b5-s3->s1, y5-s4->s6, y0-s5->s1, y1-s6->s4, b4-s1->s3, g8-s2->s1, y3-s6, b6-s1, y2-s2, g1-s2, y4-s2, g3-s2, y6-s2, y8-s2, y7-s1->s2, g7-s1, y9-s1, g9-s1, g4-s0, b0-s3->s5, b7-s5->s3, b1-s0, b8-s1, g5-s7, b2-s3, b9-s5, g0-s1, b3-s1, g6-s1, g2-s1, 
66: b4-s1->s3, g8-s2->s1, b5-s3->s1, b2-s3->s5, y5-s4->s6, b7-s5->s3, g5-s7->s2, g4-s0, b6-s1, y2-s2, b9-s5, b1-s0, b8-s1, g1-s2, y4-s2, g3-s2, y6-s2, y8-s2, b0-s5, y7-s1->s2, g7-s1, y9-s1, g9-s1, y1-s6->s4, y3-s6, g0-s1, b3-s1, g6-s1, g2-s1, y0-s1, 
67: y7-s2, y1-s4, g7-s1->s2, b4-s1->s3, g8-s2->s1, b5-s3->s1, b2-s3->s5, y5-s4->s6, y3-s6->s4, g5-s7->s2, g4-s0, g0-s1, y9-s1, b6-s1, y2-s2, b1-s0, b3-s1, g9-s1, b8-s1, g1-s2, g6-s1, y4-s2, g2-s1, g3-s2, y0-s1, y6-s2, y8-s2, b0-s5, b7-s5->s3, b9-s5, 
68: g5-s7->s2, g4-s0, y1-s4, y2-s2->s1, b2-s3->s5, y5-s4->s6, b1-s0, g1-s2, y4-s2, g3-s2, y6-s2, y8-s2, b0-s5, y7-s2->s4, b7-s5->s3, y3-s6->s4, g0-s1, b4-s3, g7-s1->s2, b6-s1->s3, b9-s5, b3-s1, y9-s1, b8-s1, g6-s1, g9-s1, g2-s1, y0-s1, b5-s1, g8-s1, 
69: y1-s4, b0-s5, y2-s2->s1, y7-s2->s4, b9-s5->s3, y3-s6->s4, b3-s1, g1-s2, g6-s1, y4-s2, g2-s1, g3-s2, y0-s1, y6-s2, b5-s1, y8-s2, g8-s1, b1-s0, b7-s3, g4-s0->s1, g7-s1->s2, b6-s1->s3, b2-s3->s5, y5-s4->s6, g5-s7->s2, y9-s1, b8-s1, b4-s3, g9-s1, g0-s1, 
70: g4-s0->s1, y3-s6->s4, y7-s2->s4, y1-s4->s2, b7-s3, b1-s0, b6-s1->s3, b2-s3->s5, y5-s4->s6, g5-s7->s2, b3-s1, b8-s1, b4-s3, g6-s1, g2-s1, y0-s1, b5-s1, g8-s1, b0-s5, g7-s1->s2, y2-s2->s1, b9-s5->s3, y9-s1, g1-s2, g9-s1, y4-s2, g0-s1, g3-s2, y6-s2, y8-s2, 
71: y7-s2->s4, y1-s4->s2, y5-s4->s6, b9-s5->s3, y3-s6->s4, b1-s0, b3-s1, g5-s2, b7-s3, b0-s5, g7-s1->s2, b6-s1->s3, y2-s2->s1, g6-s1, y9-s1, b8-s1, g1-s2, g2-s1, g9-s1, y4-s2, y0-s1, g0-s1, g3-s2, b5-s1, y6-s2, g8-s1, y8-s2, g4-s0->s1, b2-s3->s5, b4-s3, 
72: b6-s1->s3, b7-s3->s1, b8-s1, b1-s0, y2-s2->s1, b2-s3->s5, y1-s4->s2, b9-s5->s3, y3-s6->s4, b3-s1, g5-s2, y7-s4, y5-s6, g7-s1->s2, g1-s2, b4-s3, g6-s1, y9-s1, y4-s2, g2-s1, g9-s1, g3-s2, y0-s1, g0-s1, y6-s2, b5-s1, y8-s2, g8-s1, g4-s1, b0-s5, 
73: y7-s4, b0-s5, g7-s1->s2, b6-s1->s3, y2-s2->s1, b7-s3->s1, b2-s3->s5, y1-s4->s2, b9-s5->s3, y3-s6->s4, b1-s0, b3-s1, y9-s1, b8-s1, g1-s2, b4-s3, y5-s6, g6-s1, g9-s1, y4-s2, g2-s1, g0-s1, g3-s2, y0-s1, y6-s2, b5-s1, y8-s2, g8-s1, g5-s2, g4-s1, 
74: y1-s2, y7-s4, g7-s1->s2, b7-s3->s1, b2-s3->s5, b1-s0, g6-s1, y9-s1, b4-s3, g2-s1, g9-s1, y0-s1, g0-s1, b5-s1, g8-s1, g4-s1, b3-s1->s0, y3-s6->s4, b6-s3, b8-s1->s3, y2-s2->s1, b9-s5->s3, y5-s6, g1-s2, b0-s5, y4-s2, g3-s2, y6-s2, y8-s2, g5-s2, 
75: b7-s3->s1, b2-s3->s5, b9-s5->s3, y3-s6->s4, b1-s0, g6-s1, y1-s2, y7-s4, b3-s1->s0, g7-s1->s2, b8-s1->s3, y2-s2->s1, b4-s3, b0-s5, y5-s6, g2-s1, y9-s1, g1-s2, b6-s3, y0-s1, g9-s1, y4-s2, b5-s1, g0-s1, g3-s2, g8-s1, y6-s2, g4-s1, y8-s2, g5-s2, 
76: b7-s3->s1, b2-s3->s5, b9-s5->s3, y3-s6->s4, g2-s1, y9-s1->s2, b8-s1->s3, y2-s2->s1, b4-s3, b0-s5, y5-s6, y0-s1, g9-s1, g1-s2, b6-s3, b5-s1, g0-s1, y4-s2, g8-s1, g3-s2, g4-s1, y6-s2, y8-s2, g5-s2, y1-s2, b1-s0, y7-s4, g7-s2, b3-s1->s0, g6-s1, 
77: y9-s1->s2, b8-s1->s3, g1-s2->s1, b7-s3->s1, y7-s4->s6, b9-s5->s3, y3-s6->s4, b1-s0, g2-s1, g9-s1, y4-s2, b0-s5, y5-s6, b3-s0, y0-s1, g0-s1, g3-s2, b5-s1, y6-s2, g8-s1, y8-s2, g4-s1, g5-s2, y2-s1, y1-s2, b2-s5, g7-s2, g6-s1->s0, b4-s3->s5, b6-s3, 
78: b9-s5->s3, y3-s4, g7-s2->s7, b4-s3->s5, b0-s5, b6-s3, b3-s0, y7-s4->s6, y5-s6->s4, y0-s1, b2-s5, b1-s0->s1, g6-s1->s0, y9-s1->s2, b8-s1->s3, g1-s2->s1, b5-s1, g9-s1, y4-s2, g8-s1, g0-s1, g3-s2, g4-s1, g2-s1, y6-s2, y2-s1, y8-s2, b7-s1, g5-s2, y1-s2, 
79: b4-s3->s5, b0-s5->s3, b3-s0, y0-s1, y3-s4, b1-s0->s1, g6-s1->s0, b8-s1->s3, g1-s2->s1, b6-s3, b5-s1, y4-s2, g8-s1, g3-s2, g4-s1, y6-s2, y2-s1, y8-s2, b7-s1, g5-s2, y1-s2, y5-s6->s4, g7-s2->s7, y7-s4->s6, b9-s3, y9-s1->s2, g9-s1, g0-s1, g2-s1, b2-s5, 
80: g1-s2->s1, g7-s2->s7, b4-s3->s5, y3-s4->s2, y7-s4->s6, b0-s5->s3, y5-s6->s4, b3-s0, b1-s0->s1, y9-s1->s2, y4-s2, b6-s3, g6-s0, g9-s1, g3-s2, g0-s1, y6-s2, g2-s1, y8-s2, g5-s2, y1-s2, b2-s5, y0-s1, b9-s3, b5-s1, b8-s3, g8-s1, g4-s1, y2-s1, b7-s1, 
81: g7-s2->s7, g6-s0, b4-s3->s5, y3-s4->s2, y7-s4->s6, y5-s6->s4, y0-s1, b9-s3, b2-s5, b1-s0->s1, y9-s1->s2, b6-s3, b5-s1, b8-s3, b3-s0, g9-s1, g8-s1, g0-s1, g4-s1, g2-s1, y2-s1, b7-s1, g1-s2->s1, y4-s2, b0-s5->s3, g3-s2, y6-s2, y8-s2, g5-s2, y1-s2, 
82: b9-s3->s1, b4-s3->s5, y3-s4->s2, y7-s4->s6, b0-s5->s3, y5-s6->s4, y0-s1, b8-s3, b2-s5, b3-s0->s1, y9-s1->s2, g1-s2->s1, b6-s3, b5-s1, g6-s0, g9-s1, y4-s2, g8-s1, g0-s1, g3-s2, g4-s1, g2-s1, y6-s2, y2-s1, y8-s2, b7-s1, g5-s2, b1-s1, y1-s2, g7-s2->s7, 
83: y5-s6->s4, b5-s1, g8-s1, g4-s1, y2-s1, b7-s1, b1-s1, b2-s5, g7-s7, y9-s1->s2, g1-s2->s1, b9-s3->s1, y3-s4->s2, y7-s4->s6, b0-s5->s3, g9-s1, y4-s2, g0-s1, g3-s2, g2-s1, y6-s2, y0-s1, y8-s2, g5-s2, y1-s2, b3-s0->s1, b4-s3->s5, g6-s0, b6-s3, b8-s3, 
84: y7-s4->s6, b0-s5->s3, g7-s7->s2, b5-s1, y3-s2, y9-s1->s2, g1-s2->s1, b9-s3->s1, b2-s5, g8-s1, g9-s1, y4-s2, g4-s1, g0-s1, g3-s2, y2-s1, g2-s1, y6-s2, b7-s1, y0-s1, y8-s2, b1-s1, g5-s2, y1-s2, y5-s6->s4, b4-s3->s5, b3-s0->s1, b6-s3, g6-s0, b8-s3, 
85: y7-s4->s6, g7-s7->s2, y9-s2, g6-s0->s1, g9-s1->s2, b9-s3->s1, g0-s1, g2-s1, y0-s1, b5-s1, g8-s1, g4-s1, y2-s1, b7-s1, b1-s1, b3-s1, g1-s1, y5-s6->s4, y4-s2->s1, b0-s5->s3, g3-s2, b2-s5, y6-s2, y8-s2, g5-s2, y1-s2, y3-s2, b4-s3->s5, b6-s3, b8-s3, 
86: b0-s5->s3, y5-s6->s4, y4-s2->s1, y9-s2->s4, b9-s3->s1, b2-s5, g3-s2, y6-s2, y8-s2, g5-s2, y1-s2, y3-s2, g7-s7->s2, b4-s3->s5, y7-s4->s6, b5-s1, g6-s0->s1, g9-s1->s2, b6-s3, g8-s1, g0-s1, b8-s3, g4-s1, g2-s1, y2-s1, y0-s1, b7-s1, b1-s1, b3-s1, g1-s1, 
87: b4-s5, y7-s6, g6-s0->s1, y4-s2->s1, y9-s2->s4, b9-s3->s1, b6-s3->s5, b0-s5->s3, y5-s6->s4, g7-s7->s2, b5-s1, g3-s2, b8-s3, b2-s5, g8-s1, y6-s2, g4-s1, y8-s2, y2-s1, g5-s2, b7-s1, y1-s2, b1-s1, y3-s2, b3-s1, g1-s1, g9-s1->s2, g0-s1, g2-s1, y0-s1, 
88: y4-s2->s1, y9-s2->s4, b6-s3->s5, b0-s5->s3, g7-s7->s2, g8-s1, y5-s4, b4-s5, y7-s6, b5-s1->s0, g9-s1->s2, g3-s2, b8-s3, b2-s5, g4-s1, g0-s1, y6-s2, y2-s1, g2-s1, y8-s2, b7-s1, y0-s1, g5-s2, b1-s1, y1-s2, b3-s1, y3-s2, g1-s1, g6-s1, b9-s1, 
89: b4-s5, y9-s2->s4, g9-s1->s2, g0-s1, g2-s1, y0-s1, y7-s6, y4-s2->s1, g8-s1, g7-s2, b0-s3, b5-s1->s0, g3-s2, g4-s1, y6-s2, y2-s1, y8-s2, b7-s1, g5-s2, b1-s1, y1-s2, b3-s1, y3-s2, g1-s1, g6-s1, b9-s1, b2-s5->s3, b6-s3->s5, b8-s3, y5-s4, 
90: y7-s6->s4, g8-s1, b4-s5, b5-s1->s0, g9-s1->s2, y4-s2->s1, g4-s1, g0-s1, g3-s2, y2-s1, g2-s1, y6-s2, b7-s1, y0-s1, y8-s2, b1-s1, g5-s2, b3-s1, y1-s2, g1-s1, y3-s2, g6-s1, b9-s1, g7-s2, b2-s5->s3, y5-s4, y9-s4, b6-s3->s5, b8-s3, b0-s3, 
91: y7-s6->s4, b5-s0, g8-s1, b0-s3, y5-s4, b4-s5, g9-s1->s2, y4-s2->s1, b6-s3->s5, g4-s1, y9-s4, g0-s1, g3-s2, b8-s3, y2-s1, g2-s1, y6-s2, b7-s1, y0-s1, y8-s2, b1-s1, g5-s2, b3-s1, y1-s2, g1-s1, y3-s2, g6-s1, g7-s2, b9-s1, b2-s5->s3, 
92: y4-s2->s1, b0-s3->s1, b2-s5->s3, g3-s2, y6-s2, y8-s2, g5-s2, y1-s2, y3-s2, g7-s2, b5-s0, b6-s3->s5, y7-s6->s4, g4-s1, y5-s4, b4-s5, g8-s1->s0, g9-s1->s2, b8-s3, y2-s1, y9-s4, g0-s1, b7-s1, g2-s1, b1-s1, y0-s1, b3-s1, g1-s1, g6-s1, b9-s1, 
93: g9-s2, b5-s0, b4-s5, y5-s4, g8-s1->s0, g0-s1->s2, g3-s2->s1, b0-s3->s1, b6-s3->s5, b2-s5->s3, y7-s6->s4, g4-s1, y9-s4, g2-s1, y6-s2, b8-s3, y2-s1, y0-s1, y8-s2, b7-s1, g5-s2, b1-s1, y1-s2, b3-s1, y3-s2, g1-s1, g7-s2, g6-s1, b9-s1, y4-s1, 
94: y5-s4, b5-s0->s1, g8-s1->s0, g3-s2->s1, b2-s5->s3, y7-s6->s4, y9-s4, y6-s2, y8-s2, g5-s2, y1-s2, y3-s2, g7-s2, b0-s3->s1, b6-s3->s5, y2-s1, g9-s2, g0-s1->s2, b8-s3, b7-s1, g2-s1, b1-s1, y0-s1, b3-s1, g4-s1, g1-s1, g6-s1, b9-s1, y4-s1, b4-s5, 
95: y9-s4, b5-s0->s1, g0-s1->s2, g3-s2->s1, g9-s2->s7, b6-s3->s5, y5-s4->s2, b2-s5->s3, y7-s6->s4, g8-s0, g2-s1, y6-s2, b8-s3, b4-s5, y0-s1, y8-s2, g4-s1, g5-s2, y1-s2, y3-s2, g7-s2, b0-s3->s1, y2-s1, b7-s1, b1-s1, b3-s1, g1-s1, g6-s1, b9-s1, y4-s1, 
96: g0-s1->s2, g3-s2->s1, y5-s4->s2, b2-s5->s3, y7-s6->s4, g2-s1, y6-s2, b4-s5, y0-s1, y8-s2, g4-s1, g5-s2, y1-s2, y3-s2, g7-s2, y9-s4, b0-s3->s1, g8-s0, g9-s2->s7, b8-s3->s5, y2-s1, b6-s5, b5-s0->s1, b7-s1, b1-s1, b3-s1, g1-s1, g6-s1, b9-s1, y4-s1, 
97: b6-s5, y7-s6->s4, y2-s1, b7-s1, b1-s1, b3-s1, g1-s1, g6-s1, b9-s1, y4-s1, b5-s1, g8-s0, y9-s4, g3-s2->s1, b0-s3->s1, b8-s3->s5, y5-s4->s2, b2-s5->s3, y6-s2, b4-s5, y8-s2, g5-s2, y1-s2, y3-s2, g7-s2, g0-s1->s2, g9-s2->s7, g2-s1, y0-s1, g4-s1, 
98: y2-s1->s5, g3-s2->s1, g9-s2->s7, b8-s3->s5, y5-s4->s2, b2-s5->s3, y7-s6->s4, g8-s0, y9-s4, b6-s5, y6-s2, b4-s5, y8-s2, g5-s2, y1-s2, y3-s2, g7-s2, g0-s1->s2, g2-s1, y0-s1, g4-s1, b7-s1, b1-s1, b3-s1, g1-s1, g6-s1, b9-s1, y4-s1, b5-s1, b0-s1, 
99: g3-s2->s1, y6-s2, y8-s2, g5-s2, y1-s2, y3-s2, g7-s2, y7-s6->s4, g9-s2->s7, b8-s3->s5, b2-s5->s3, b1-s1, y5-s2, y9-s4, g8-s0->s1, b7-s1->s0, g0-s1->s2, y2-s1->s5, b4-s5, b3-s1, g2-s1, b6-s5, g1-s1, y0-s1, g6-s1, g4-s1, b9-s1, y4-s1, b5-s1, b0-s1, 
100: y5-s2, y9-s4, y2-s5, g8-s0->s1, b7-s1->s0, g0-s1->s2, g3-s2->s1, b8-s3->s5, b1-s1, y7-s4, g2-s1, y6-s2, b3-s1, y0-s1, y8-s2, g1-s1, g4-s1, g5-s2, g6-s1, y1-s2, b9-s1, y3-s2, y4-s1, g7-s2, b5-s1, b0-s1, g9-s7, b2-s3, b4-s5->s3, b6-s5, 
101: g9-s7->s2, b3-s1, b2-s3, g0-s1->s2, b1-s1->s3, y9-s4->s6, y2-s5->s1, g1-s1, g2-s1, g6-s1, y0-s1, b9-s1, g4-s1, y4-s1, b5-s1, b0-s1, g3-s1, g8-s0->s1, y7-s4, b7-s1->s0, y6-s2->s1, b8-s3->s5, b4-s5->s3, y8-s2, b6-s5, g5-s2, y1-s2, y3-s2, g7-s2, y5-s2, 
102: y9-s4->s6, y2-s5->s1, b3-s1, g2-s1->s2, b1-s1->s3, g1-s1, y0-s1, g6-s1, g4-s1, b9-s1, y4-s1, b5-s1, b0-s1, g3-s1, g8-s1, b7-s0, g0-s2, b2-s3, y7-s4, y6-s2->s1, b8-s3->s5, b4-s5->s3, g9-s7->s2, y8-s2, b6-s5, g5-s2, y1-s2, y3-s2, g7-s2, y5-s2, 
103: g0-s2->s7, b2-s3->s1, b8-s3->s5, y9-s4->s6, g9-s7->s2, b3-s1, g2-s1->s2, y6-s2->s1, g1-s1, y0-s1, y8-s2, g6-s1, g4-s1, g5-s2, b9-s1, y1-s2, y4-s1, y3-s2, b5-s1, g7-s2, b0-s1, y5-s2, g3-s1, g8-s1, y2-s1, b7-s0, b4-s5->s3, y7-s4, b6-s5, b1-s1->s3, 
104: g9-s7->s2, b7-s0, b3-s1, y7-s4, y6-s2->s1, g0-s2->s7, b2-s3->s1, y9-s4->s6, g1-s1, y8-s2, g6-s1, g5-s2, b9-s1, y1-s2, y4-s1, y3-s2, b5-s1, g7-s2, b0-s1, y5-s2, g3-s1, g8-s1, y2-s1, g2-s1->s2, y0-s1, g4-s1, b4-s5->s3, b1-s1->s3, b8-s3->s5, b6-s5, 
105: g9-s7->s2, b7-s0, b3-s1, y7-s4, b8-s5, g2-s1->s2, b1-s1->s3, y6-s2->s1, g0-s2->s7, b2-s3->s1, y9-s4->s6, b4-s5->s3, g1-s1, y0-s1, y8-s2, b6-s5, g6-s1, g4-s1, g5-s2, b9-s1, y1-s2, y4-s1, y3-s2, b5-s1, g7-s2, b0-s1, y5-s2, g3-s1, g8-s1, y2-s1, 
106: g9-s2, y7-s4, b8-s5, g2-s1->s2, b1-s1->s3, y6-s2->s1, g0-s2->s7, b2-s3->s1, y9-s4->s6, b4-s5->s3, b7-s0, g1-s1, y0-s1, b3-s1, y8-s2, b6-s5, g6-s1, g4-s1, g5-s2, b9-s1, y1-s2, y4-s1, y3-s2, b5-s1, g7-s2, b0-s1, y5-s2, g3-s1, g8-s1, y2-s1, 
107: g9-s2, y7-s4, g2-s1->s2, b1-s1->s3, y6-s2->s1, g0-s2->s7, y9-s4->s6, b4-s5->s3, b7-s0, g1-s1, y0-s1, b3-s1, y8-s2, b6-s5, g6-s1, g4-s1, g5-s2, b9-s1, y1-s2, y4-s1, y3-s2, b5-s1, g7-s2, b0-s1, y5-s2, g3-s1, g8-s1, y2-s1, b8-s5, b2-s3->s1, 
108: y9-s4->s6, b1-s3, g2-s1->s2, b3-s1->s3, y6-s2->s1, b2-s3->s1, y0-s1, y8-s2, g4-s1, g5-s2, y1-s2, y3-s2, g7-s2, y5-s2, g9-s2, g0-s7, y7-s4->s2, b7-s0, b4-s5->s3, g6-s1, g1-s1->s0, b6-s5, b9-s1, b8-s5, y4-s1, b5-s1, b0-s1, g3-s1, g8-s1, y2-s1, 
109: y8-s2->s1, g5-s2, y1-s2, y3-s2, g7-s2, y5-s2, g9-s2, b7-s0, y7-s4->s2, y9-s4->s6, b4-s5->s3, g0-s7->s2, b9-s1, g1-s1->s0, g2-s1->s2, b6-s5, y4-s1, y0-s1, b8-s5, b5-s1, g4-s1, b0-s1, g6-s1, g3-s1, g8-s1, y2-s1, b2-s1, y6-s1, b3-s1->s3, b1-s3, 
110: b7-s0->s1, g1-s1->s0, g2-s1->s2, b3-s1->s3, y8-s2->s1, y7-s4->s2, y9-s4->s6, b6-s5->s3, g0-s7->s2, b9-s1, b1-s3, y0-s1, g5-s2, b8-s5, y4-s1, b4-s3, g4-s1, y1-s2, b5-s1, g6-s1, y3-s2, b0-s1, g7-s2, g3-s1, y5-s2, g8-s1, g9-s2, y2-s1, b2-s1, y6-s1, 
111: g1-s0, b7-s0->s1, b4-s3, b6-s5->s3, b8-s5, b3-s1->s3, y9-s6, g0-s7->s2, g2-s2, y0-s1->s2, g4-s1, g6-s1, y7-s4->s2, b9-s1, y8-s2->s1, b1-s3->s5, y4-s1, g5-s2, b5-s1, y1-s2, b0-s1, y3-s2, g3-s1, g7-s2, g8-s1, y5-s2, y2-s1, g9-s2, b2-s1, y6-s1, 
112: y7-s2, y0-s1->s2, y8-s2->s1, g2-s2->s7, g0-s7->s2, b9-s1, g4-s1, g5-s2, y4-s1, g6-s1, y1-s2, b5-s1, y3-s2, b0-s1, g7-s2, g3-s1, y5-s2, g8-s1, g9-s2, y2-s1, b2-s1, y6-s1, b4-s3->s1, b6-s5->s3, b8-s5, g1-s0, y9-s6, b7-s0->s1, b3-s1->s3, b1-s3->s5, 
113: y9-s6->s4, g0-s7->s2, b4-s3->s1, b1-s3->s5, b3-s1->s3, g1-s0, b6-s5->s3, b9-s1, y0-s1->s2, y8-s2->s1, g2-s2->s7, b8-s5, y4-s1, g4-s1, g5-s2, b5-s1, g6-s1, y1-s2, b0-s1, y3-s2, g3-s1, g7-s2, g8-s1, y5-s2, y2-s1, g9-s2, b2-s1, y7-s2, y6-s1, b7-s1, 
114: g0-s2, b3-s3, b9-s1->s0, y0-s1->s2, y8-s2->s1, g2-s2->s7, b4-s3->s1, b1-s3->s5, b6-s5->s3, y9-s6->s4, g1-s0, y4-s1, g4-s1, g5-s2, b8-s5, b5-s1, g6-s1, y1-s2, b0-s1, y3-s2, g3-s1, g7-s2, g8-s1, y5-s2, y2-s1, g9-s2, b2-s1, y7-s2, y6-s1, b7-s1, 
115: b1-s3->s5, b3-s3, b9-s1->s0, y9-s6->s4, b6-s5->s3, y4-s1, g0-s2, y0-s1->s2, y8-s2->s1, g2-s2->s7, b4-s3->s1, b8-s5, b5-s1, g4-s1, g5-s2, b0-s1, g6-s1, y1-s2, g3-s1, y3-s2, g8-s1, g7-s2, y2-s1, y5-s2, b2-s1, g9-s2, y6-s1, y7-s2, b7-s1, g1-s0, 
116: b9-s1->s0, y0-s1->s2, y8-s2->s1, g2-s2->s7, b1-s3->s5, b6-s5->s3, y9-s6->s4, g1-s0, y4-s1, g4-s1, g5-s2, b3-s3, b8-s5, b5-s1, g6-s1, y1-s2, b0-s1, y3-s2, g3-s1, g7-s2, g8-s1, y5-s2, y2-s1, g9-s2, b2-s1, y7-s2, y6-s1, g0-s2, b7-s1, b4-s3->s1, 
117: b1-s3->s5, b9-s0, b3-s3, y0-s1->s2, g4-s1, g6-s1, y9-s6->s4, y4-s1->s5, y8-s2->s1, b4-s3->s1, b6-s5->s3, b5-s1, g2-s7, g1-s0->s1, g5-s2, b8-s5, b0-s1, y1-s2, g3-s1, y3-s2, g8-s1, g7-s2, y2-s1, y5-s2, b2-s1, g9-s2, y6-s1, y7-s2, b7-s1, g0-s2, 
118: y9-s6->s4, g2-s7->s2, b5-s1, y0-s1->s2, y4-s1->s5, b0-s1, g4-s1, g3-s1, g6-s1, g8-s1, y2-s1, b2-s1, y6-s1, b7-s1, b4-s1, y8-s1, b9-s0, g1-s0->s1, g5-s2->s1, b1-s3->s5, b6-s5->s3, y1-s2, b3-s3, b8-s5, y3-s2, g7-s2, y5-s2, g9-s2, y7-s2, g0-s2, 
119: y9-s6->s4, b5-s1, g4-s1->s2, b0-s1, g6-s1, g3-s1, g8-s1, y2-s1, b2-s1, y6-s1, b7-s1, b4-s1, y8-s1, b9-s0, y0-s2, b6-s3, y4-s5, g1-s0->s1, g5-s2->s1, b1-s3->s5, b8-s5->s3, g2-s7->s2, y1-s2, b3-s3, y3-s2, g7-s2, y5-s2, g9-s2, y7-s2, g0-s2, 
120: y0-s2->s4, b6-s3->s1, y9-s6->s4, g4-s1->s2, g6-s1, b9-s0, g5-s2->s1, b1-s3->s5, b8-s5->s3, g2-s7->s2, b5-s1, y4-s5, y1-s2, b3-s3, b0-s1, y3-s2, g3-s1, g7-s2, g8-s1, y5-s2, y2-s1, g9-s2, b2-s1, y7-s2, y6-s1, g0-s2, b7-s1, b4-s1, y8-s1, g1-s1, 
121: y0-s2->s4, y9-s6->s4, g2-s7->s2, b9-s0, y4-s5, b1-s5, b6-s3->s1, g4-s1->s2, b5-s1->s3, g5-s2->s1, b3-s3->s5, b8-s5->s3, b0-s1, g6-s1, y1-s2, g3-s1, y3-s2, g8-s1, g7-s2, y2-s1, y5-s2, b2-s1, g9-s2, y6-s1, y7-s2, b7-s1, g0-s2, b4-s1, y8-s1, g1-s1, 
122: b6-s3->s1, b3-s3->s5, b9-s0, b8-s5->s3, y9-s6->s4, g2-s7->s2, b0-s1, y4-s5, g4-s1->s2, b5-s1->s3, g5-s2->s1, y0-s2->s4, g3-s1, b1-s5, g6-s1, y1-s2, g8-s1, y3-s2, y2-s1, g7-s2, b2-s1, y5-s2, y6-s1, g9-s2, b7-s1, y7-s2, b4-s1, g0-s2, y8-s1, g1-s1, 
123: b9-s0, g2-s2, b1-s5, g4-s1->s2, b5-s1->s3, y0-s2->s4, b6-s3->s1, b3-s3->s5, y4-s5->s1, b8-s5->s3, b0-s1, g6-s1, g3-s1, g8-s1, y2-s1, b2-s1, y6-s1, b7-s1, b4-s1, y8-s1, g1-s1, g5-s2->s1, y9-s4, y1-s2, y3-s2, g7-s2, y5-s2, g9-s2, y7-s2, g0-s2, 
124: b6-s3->s1, b3-s3->s5, y4-s5->s1, b8-s5->s3, b9-s0, b0-s1, y9-s4, b1-s5, g4-s1->s2, b5-s1->s3, g5-s2->s1, g3-s1, y0-s4, g6-s1, y1-s2, g8-s1, y3-s2, y2-s1, g7-s2, b2-s1, y5-s2, y6-s1, g9-s2, b7-s1, y7-s2, b4-s1, g0-s2, y8-s1, g2-s2, g1-s1, 
125: b9-s0, y9-s4, g4-s1->s2, b5-s1->s3, b6-s3->s1, b3-s3->s5, b8-s5->s3, b0-s1, y0-s4, g6-s1, g3-s1, g8-s1, y2-s1, b2-s1, y6-s1, b7-s1, b4-s1, y8-s1, g1-s1, y4-s1, b1-s5, g5-s2->s1, y1-s2, y3-s2, g7-s2, y5-s2, g9-s2, y7-s2, g0-s2, g2-s2, 
126: b3-s3->s5, y9-s4->s2, b8-s5->s3, g3-s1, y0-s4, b1-s5, b9-s0->s1, b0-s1->s0, g4-s1->s2, g5-s2->s1, g8-s1, g6-s1, y1-s2, y2-s1, y3-s2, b2-s1, g7-s2, y6-s1, y5-s2, b7-s1, g9-s2, b4-s1, y7-s2, y8-s1, g0-s2, g1-s1, g2-s2, y4-s1, b6-s1, b5-s1->s3, 
127: g4-s2, b1-s5, b9-s0->s1, b0-s1->s0, g6-s1->s2, y1-s2->s1, b3-s3->s5, y9-s4->s2, y0-s4->s6, b8-s5->s3, g3-s1, y3-s2, g8-s1, g7-s2, y2-s1, y5-s2, b2-s1, g9-s2, y6-s1, y7-s2, b7-s1, g0-s2, b4-s1, g2-s2, y8-s1, g1-s1, y4-s1, b6-s1, g5-s1, b5-s3, 
128: b1-s5, b9-s0->s1, y1-s2->s1, b3-s3->s5, g3-s1, y3-s2, g8-s1, g7-s2, y2-s1, y5-s2, b2-s1, g9-s2, y6-s1, y7-s2, b7-s1, g0-s2, b4-s1, g2-s2, y8-s1, g1-s1, y4-s1, b6-s1, g5-s1, y9-s4->s2, g6-s1->s2, g4-s2, b5-s3, b0-s1->s0, y0-s4->s6, b8-s3, 
129: y1-s2->s1, g4-s2->s7, b3-s3->s5, y0-s4->s6, b8-s3, y3-s2, b5-s3, g7-s2, y5-s2, g9-s2, y7-s2, g0-s2, g2-s2, b0-s0, b1-s5, y9-s4->s2, g8-s1, g3-s1->s0, g6-s1->s2, y2-s1, b2-s1, y6-s1, b7-s1, b4-s1, y8-s1, g1-s1, y4-s1, b6-s1, g5-s1, b9-s1, 
130: g6-s1->s2, y1-s2->s1, g4-s2->s7, b3-s3->s5, y0-s4->s6, b1-s5->s3, b0-s0, g8-s1, y3-s2, b5-s3, y2-s1, g7-s2, b2-s1, y5-s2, y6-s1, g9-s2, b7-s1, y7-s2, b4-s1, g0-s2, y8-s1, g2-s2, g1-s1, y4-s1, b6-s1, g5-s1, b9-s1, y9-s2, b8-s3, g3-s1->s0, 
